instance,algo,seed,phi,nv,dist,fuel,emis,IF,plow,pmed,phigh,lam,runtime,iters,error
RC107,RGLS,5,"(0.85, 1.0, 1.18)",11,1262.6701230686501,375.043707988087,975.1136407690262,0.29702429885378406,27.288005023993602,69.15347934859871,3.5585156274076963,0.3681850312377561,30.581408262252808,228,
RC107,HGLS,1,"(0.85, 1.0, 1.18)",11,1291.1846907791298,384.77505102461157,1000.4151326639901,0.2980015591668994,31.10872830682735,60.19523722983184,8.696034463340784,0.3649297009844969,30.172004461288452,213,
RC107,HGLS,2,"(0.85, 1.0, 1.18)",11,1360.312584920554,422.9433055088251,1099.6525943229453,0.3109162630687021,18.265725037640202,68.5574896201661,13.176785342193673,0.3700990528530367,30.421610116958618,173,
RC107,HGLS,3,"(0.85, 1.0, 1.18)",11,1304.1561052248928,394.1764349645817,1024.8587309079123,0.30224635945449846,25.666529776187634,62.41684602658646,11.916624197225893,0.36414968359644,30.304686546325684,224,
RC107,HGLS,4,"(0.85, 1.0, 1.18)",11,1316.3687425003966,404.8820805602839,1052.6934094567382,0.30757497309699444,19.45494624581733,65.58903878904576,14.956014965136896,0.36638533643355,30.27718949317932,170,
RC107,HGLS,5,"(0.85, 1.0, 1.18)",11,1375.4419410830346,425.01065567894665,1105.0277047652614,0.3089993426725738,22.60559715308307,59.799408898320266,17.594993948596688,0.36791385938949683,30.319133520126343,232,
RC107,ALNS,1,"(0.85, 1.0, 1.18)",11,1636.525050201646,542.2458907198192,1409.8393158715298,0.3313398048218118,2.846906368970312,49.725107399276936,47.427986231752705,0.3592931692661882,30.215997457504272,140,
RC107,ALNS,2,"(0.85, 1.0, 1.18)",11,1414.1473968524047,439.7827883276707,1143.4352496519439,0.3109879417849475,12.348501613273761,66.50415508306565,21.147343303660556,0.35448785357613594,30.46720790863037,128,
RC107,ALNS,3,"(0.85, 1.0, 1.18)",11,1386.1499211928049,418.4000148119163,1087.8400385109824,0.3018432627055782,23.391361191652926,64.07243658997693,12.53620221837011,0.35516235422147646,30.25456666946411,131,
RC107,ALNS,4,"(0.85, 1.0, 1.18)",11,1500.6256543083693,473.8774900242536,1232.0814740630594,0.3157866111802955,13.137630045713184,59.88997988330413,26.972390070982648,0.35718389617676577,30.27087378501892,133,
RC107,ALNS,5,"(0.85, 1.0, 1.18)",11,1401.7082476337748,440.5735517113313,1145.4912344494614,0.31431187799248805,13.040928827891046,62.621026516090396,24.338044656018564,0.35970312675028654,30.483036994934082,111,
RC108,GLS,1,"(0.85, 1.0, 1.18)",11,1240.7190231840482,359.5007519991281,934.7019551977331,0.2897519464774095,33.90741890465831,61.60105418220413,4.491526913137536,0.34887710612809036,30.56666135787964,180,
RC108,GLS,2,"(0.85, 1.0, 1.18)",11,1227.6578802649913,359.0085434863409,933.4222130644864,0.29243370588624296,30.818119290805303,64.33048485647763,4.851395852717037,0.35496439314502953,30.378334283828735,204,
RC108,GLS,3,"(0.85, 1.0, 1.18)",11,1240.3990293656627,356.8668936309359,927.8539234404334,0.2877032996498206,29.711057405093303,67.99567774412522,2.2932648507814433,0.34229842285859413,30.24151611328125,187,
RC108,GLS,4,"(0.85, 1.0, 1.18)",10,1185.1712730870897,383.62719708894616,997.4307124312601,0.3236892471158944,19.595547758798617,62.91572027605452,17.488731965146865,0.41372532637985243,30.32457685470581,194,
RC108,GLS,5,"(0.85, 1.0, 1.18)",10,1236.7860257853708,403.6751289121717,1049.5553351716464,0.32639043496293885,17.88884931775502,58.60063097224976,23.510519709995194,0.40929856223042005,30.153855323791504,167,
RC108,IGLS,1,"(0.85, 1.0, 1.18)",10,1190.9546039480251,383.98100909398914,998.3506236443718,0.3224144797972053,18.650931114200382,62.93518052775185,18.413888358047792,0.4024960102456576,30.152585983276367,258,
RC108,IGLS,2,"(0.85, 1.0, 1.18)",10,1213.8849322621847,398.2890269951342,1035.551470187349,0.32811102305462053,18.2057523423629,60.27883898511651,21.51540867252059,0.4115280657906672,30.559701442718506,260,
RC108,IGLS,3,"(0.85, 1.0, 1.18)",11,1229.266999665641,369.3475279414151,960.3035726476793,0.30046159869408123,32.89221808651205,57.16264242344392,9.945139490044008,0.3666408577102297,30.4467351436615,241,
RC108,IGLS,4,"(0.85, 1.0, 1.18)",10,1152.9790075555281,362.6523687148102,942.8961586585066,0.31453510110620525,21.19190278003543,67.82130813550036,10.986789084464158,0.39855898659729894,30.261791944503784,263,
RC108,IGLS,5,"(0.85, 1.0, 1.18)",11,1217.7779577276688,364.645168578679,948.0774383045654,0.29943485695790895,28.757138304381122,68.94131269816302,2.301548997455888,0.3778686860040605,30.4196937084198,269,
RC108,RGLS,1,"(0.85, 1.0, 1.18)",11,1191.9836925584532,349.09958534219413,907.6589218897047,0.29287278636580405,33.71365302412482,63.060997905255114,3.2253490706200765,0.3611138845183537,30.34191107749939,185,
RC108,RGLS,2,"(0.85, 1.0, 1.18)",10,1225.7425489120064,393.75367363567386,1023.7595514527521,0.3212368486230469,14.615514616572339,64.96844270192915,20.416042681498496,0.3967008302728953,30.27704906463623,172,
RC108,RGLS,3,"(0.85, 1.0, 1.18)",10,1253.3413941808262,405.64909486923676,1054.6876466600156,0.3236541111245797,19.59013120669915,47.64054177686519,32.76932701643561,0.382953389217147,30.28792428970337,175,
RC108,RGLS,4,"(0.85, 1.0, 1.18)",10,1193.5231833386147,382.12909076230403,993.5356359819905,0.3201689720792714,19.825964485408413,63.59589622020843,16.578139294383178,0.4092319396606427,30.129995584487915,179,
RC108,RGLS,5,"(0.85, 1.0, 1.18)",11,1279.544185244634,377.56358988089625,981.6653336903303,0.2950766329407456,30.643645736660655,63.40877190536303,5.947582357976313,0.3571292491829824,30.628092288970947,172,
RC108,HGLS,1,"(0.85, 1.0, 1.18)",11,1284.4385745584832,381.3650291910725,991.5490758967885,0.29691184673596716,28.42161908283362,63.53467249612089,8.043708421045498,0.35573880505893163,30.538732290267944,202,
